Business Name,Address,City,State,Zip Code,Full Address,Latitude,Longitude,Registered* Indoor (square feet),Registered* Outdoor (acres),Planted* Indoor (sqft),Planted* Outdoor (acres)
Oil Naturally,"32 Main Street, Unit E",Scottsville,NY,14546,"32 Main Street, Unit E Scottsville NY 14546 ",44.7479958,-74.2210304,,5.00,,
Law Farm,220 County Road 20,Sherburne,NY,13460,220 County Road 20 Sherburne NY 13460 ,43.0198142,-77.7505056,,38.00,,
Molyneaux's Plantation,217 Sherder Road,Endicott,NY,13760,217 Sherder Road Endicott NY 13760 ,42.6485762,-75.5430910,,12.00,,0.00
Gilmer,127 Payne Road,Ravena,NY,12143,127 Payne Road Ravena NY 12143 ,42.1778688,-76.0936292,,1.00,,
Rabbit Creek Farm,593 West Groton Road,Groton,NY,13073,593 West Groton Road Groton NY 13073 ,42.5075254,-73.8778217,"3,320.00",0.00,"13,600.00",0.00
B30F Enterprises LLC,676 Badwin Road,Fulton,NY,13069,676 Badwin Road Fulton NY 13069 ,42.6032370,-76.4293053,400.00,2.00,0.00,0.01
5F Farm,64 Mountain Rest Road,New Paltz,NY,12561,64 Mountain Rest Road New Paltz NY 12561 ,43.3851439,-76.3461610,,41.00,,
Terrace Corporation of NY,54 Nelson Avenue Extension,Saratoga Springs,NY,12866,54 Nelson Avenue Extension Saratoga Springs NY 12866 ,41.7536930,-74.1083589,900.00,1.00,346.00,0.00
Adirondack Hemp Farm's LLC,39 Dick Hyatt Lane,Whitehall,NY,12887,39 Dick Hyatt Lane Whitehall NY 12887 ,43.0510930,-73.7736740,,70.00,,56.44
Good Living Acres LLC,3756 Harris Hill Road,Falconer,NY,14733,3756 Harris Hill Road Falconer NY 14733 ,43.5069970,-73.3869940,"1,400.00",4.00,50.00,0.00
Green Earth Living LLC,399 Gregory Rd,Monticello,NY,12701,399 Gregory Rd Monticello NY 12701 ,42.1633140,-79.1877350,"654,076.00",19.00,,
Raven's View Genetics LLC,3664 County Highway 18,Delhi,NY,13753,3664 County Highway 18 Delhi NY 13753 ,41.6066670,-74.7746660,"4,752.00",26.00,100.00,
Cortlandt Botanicals LLC,38 Hill and Dale Road,Cortlandt Manor,NY,10567,38 Hill and Dale Road Cortlandt Manor NY 10567 ,42.6486982,-75.3225106,"20,000.00",2.00,,
Daniel VanVleet,1665 Lodi Point Road,Lodi,NY,14860,1665 Lodi Point Road Lodi NY 14860 ,41.2750819,-73.8816460,,11.00,,
Joseph R. Adornetto,420 Collins St,Hillsdale,NY,12529,420 Collins St Hillsdale NY 12529 ,42.6212329,-76.8550930,"1,500.00",3.00,,0.46
TallChief Hemp LLC,11359 South Western Boulevard,Irving,NY,14081,11359 South Western Boulevard Irving NY 14081 ,42.2096425,-73.4997057,,500.00,,
Green Harvest Farms LLC,64A Upper Wisner Rd,Warwick,NY,10990,64A Upper Wisner Rd Warwick NY 10990 ,42.5712823,-79.0931014,"1,000.00",2.00,,0.00
Alan Sacks,667 Cornell Ave,Staten Island,NY,10309,667 Cornell Ave Staten Island NY 10309 ,41.2638147,-74.3253823,,2.00,,
Indigo Hemp Farms LLC,3508 SW 8th Street,Cape Coral,FL,33991,3508 SW 8th Street Cape Coral FL 33991 ,40.6309663,-74.1250923,432.00,20.00,10.00,0.00
Kanna Worx Industries LLC,49 Mountain View Terrace,Walden,NY,12586,49 Mountain View Terrace Walden NY 12586 ,26.6382641,-82.0473965,"3,000.00",6.00,,0.00
MJF LLC,182 Garber Lane,Winchester,VA,22602,182 Garber Lane Winchester VA 22602 ,41.5454228,-74.1260376,,15.00,,
Scottland Yard/Duane Scott,262 Hartford Rd,Brooktondale,NY,14817,262 Hartford Rd Brooktondale NY 14817 ,39.1581391,-78.1601503,"1,500.00",8.00,,
Van de Wetering Greenhouses Inc.,5784 Sound Ave,Jamesport,NY,11947,5784 Sound Ave Jamesport NY 11947 ,42.3971694,-76.3239958,"80,000.00",,,
Hempire Farms LLC,25 Longacres Road,Susquehanna,PA,18847,25 Longacres Road Susquehanna PA 18847 ,40.9794129,-72.6015652,900.00,17.00,,16.00
Jennifer Digney-Bihm,625 Depot Lane,Cutchogue,NY,11935,625 Depot Lane Cutchogue NY 11935 ,41.8708760,-75.6442530,"3,000.00",,202.50,11.00
Full Circle Organic Hemp,139 Eastwood Drive,Johnson City,NY,13790,139 Eastwood Drive Johnson City NY 13790 ,41.0142876,-72.4860695,"15,890.00",16.00,,12.00
Overland Hemp LLC,4967 Route 9G,Tivoli,NY,12583,4967 Route 9G Tivoli NY 12583 ,42.1880990,-76.0240170,,20.00,,
Forgie Farms LLC,669 E 237 St,Bronx,NY,10466,669 E 237 St Bronx NY 10466 ,42.0488930,-73.9008130,,15.00,,
Hemp for Healthy Lives LLC,14 E Stevens Hill Rd,Willseyville,NY,13864,14 E Stevens Hill Rd Willseyville NY 13864 ,40.8978850,-73.8562199,"5,760.00",1.00,,
La Dolce Vita Farms,3174 Hewlett Ave,Merrick,NY,11566,3174 Hewlett Ave Merrick NY 11566 ,42.2884467,-76.3987476,420.00,60.00,"4,058.00",5.00
Vetrun LLC,198 Haring Road,Barryville,NY,12719,198 Haring Road Barryville NY 12719 ,40.6438463,-73.5373496,"2,000.00",12.00,,6.00
Waterman's Greenhouses LLC,12317 Vaughn St,East Concord,NY,14055,12317 Vaughn St East Concord NY 14055 ,41.4758080,-74.8687080,"21,600.00",20.00,"1,980.10",3.30
Mount Vision Farms,549 Gardnertown Rd,Mt. Vision,NY,13810,549 Gardnertown Rd Mt. Vision NY 13810 ,42.5422522,-78.6399181,"1,500.00",2.00,,0.00
Infinite Love Farm LLC,6861 County Road 2,Bloomfield,NY,14469,6861 County Road 2 Bloomfield NY 14469 ,42.5949150,-75.0845400,"1,584.00",0.00,"2,054.00",0.00
Niver Farms LLC,3320 James Road,Keuka Park,NY,14478,3320 James Road Keuka Park NY 14478 ,42.8474106,-77.4058020,,10.00,,
Kokoro Farms LLC,10370 Main Street,Clarence,NY,14031,10370 Main Street Clarence NY 14031 ,42.6019480,-77.1265279,,70.00,,
Passion Field Farm LLC,343 N Tower Hill Road,Millbrook,NY,12545,343 N Tower Hill Road Millbrook NY 12545 ,42.9801790,-78.6005945,660.00,9.00,,6.80
Blue Sky Polo Club Realty Holding LLC,380 Bart Bull Rd,Middletown,NY,10941,380 Bart Bull Rd Middletown NY 10941 ,41.8164290,-73.6144700,"1,408.00",361.00,225.00,0.00
Hydro-Grow NY,4015 Oak Orchard Rd,Albion,NY,14411,4015 Oak Orchard Rd Albion NY 14411 ,41.4669020,-74.2893960,"15,000.00",15.00,"4,000.00",
Schaefer's Gardens Inc.,801 South Street,Chenango Forks,NY,13746,801 South Street Chenango Forks NY 13746 ,43.2180643,-78.1935356,"55,966.00",,,
YTS LLC,130 Rte 245,Rushville,NY,14544,130 Rte 245 Rushville NY 14544 ,42.3335232,-75.8794924,,24.00,,
Joshua E. Prior,241 Kline Rd,Penneville,NY,13132,241 Kline Rd Penneville NY 13132 ,42.7627667,-77.2274233,"5,100.00",20.00,"1,525.00",11.00
Whitman Nurseries Inc.,332 Manor Lane,Jamesport,NY,11947,332 Manor Lane Jamesport NY 11947 ,43.2545250,-76.2508250,,10.00,,0.00
Adirondack Hemp Company Inc.,162 County Route 67,Stillwater,NY,12170,162 County Route 67 Stillwater NY 12170 ,40.9602429,-72.5871299,"16,700.00",,"6,299.00",
WJF Farms LLC,8405 Cox Lane,Cutchogue,NY,11935,8405 Cox Lane Cutchogue NY 11935 ,43.0138761,-73.6771662,,12.00,322.00,3.98
Newbridge Greenhouses Inc.,926 Main Road,Riverhead,NY,11901,926 Main Road Riverhead NY 11901 ,41.0343172,-72.5034359,"8,000.00",2.00,"9,100.00",
Sterling Sunset Farm,1546 McFarland Road,Sterling,NY,13156,1546 McFarland Road Sterling NY 13156 ,40.9475318,-72.6096421,"4,220.00",23.00,,2.04
Nature's Cradle East Inc.,97 Wilson Avenue,Medford,NY,11763,97 Wilson Avenue Medford NY 11763 ,43.3696914,-76.6380448,,,,
Genestoso Farms LLC,240 Mountaindale Road,Woodridge,NY,12789,240 Mountaindale Road Woodridge NY 12789 ,40.8644702,-72.9742682,,12.00,,
Ahava Farms LLC,2008 County Road 24,New Berlin,NY,13411,2008 County Road 24 New Berlin NY 13411 ,41.6999842,-74.5509049,500.00,32.00,,5.20
Kris & Sue Herrgesell,3715 Bailey Rd,Bloomfield,NY,14469,3715 Bailey Rd Bloomfield NY 14469 ,42.6954545,-75.3536321,,2.00,,1.00
Dust and Rust Farm,109 Shaver Road,Harpersfield,NY,13786,109 Shaver Road Harpersfield NY 13786 ,42.8492490,-77.4470620,"6,100.00",6.00,,
Jack Bear Farm,113 Parker Rd,Worcester,NY,12197,113 Parker Rd Worcester NY 12197 ,42.4407007,-74.7121478,,13.00,,
Township Valley Farm,1359 Town Brook Rd,Hobart,NY,13788,1359 Town Brook Rd Hobart NY 13788 ,42.6029870,-74.7132919,"4,500.00",0.00,,0.10
Travis Loden,121 Webster Rd,Schoharie,NY,12157,121 Webster Rd Schoharie NY 12157 ,42.3689630,-74.6424460,,17.00,,
Watagan Piper Limited,4011 Klondike Road,Long Eddy,NY,12760,4011 Klondike Road Long Eddy NY 12760 ,42.6748570,-74.1893010,"1,000.00",24.00,,
Windy Hills Farms,3334 Hewlett Ave,Merrick,NY,11566,3334 Hewlett Ave Merrick NY 11566 ,41.9287683,-75.0986191,"1,706.00",18.00,50.00,4.00
Kingsley Farm Products LLC,112 Youngs Way,White Hall,NY,12887,112 Youngs Way White Hall NY 12887 ,40.6413545,-73.5340365,"4,880.00",6.00,,8.00
Maple Ledge Farms,395 Lykers Road,Central Bridge,NY,12035,395 Lykers Road Central Bridge NY 12035 ,43.5201734,-73.3742544,"27,952.00",48.00,,22.00
Shady Grove Dairy LLC,4407 East Rd,Turin,NY,13473,4407 East Rd Turin NY 13473 ,42.7248223,-74.3580875,,5.00,,
Robert LiVecchi,31 Palamino Drive,Rochester,NY,14623,31 Palamino Drive Rochester NY 14623 ,43.6369499,-75.3967542,"1,470.00",,174.00,
Hemp Certified Farms LLC,5009 County Road 12,East Meredith,NY,13757,5009 County Road 12 East Meredith NY 13757 ,43.0802954,-77.6050784,,67.00,,
Two Partners LLC,169 Crest Lane,Ancramdale,NY,12503,169 Crest Lane Ancramdale NY 12503 ,42.4231240,-74.8152340,,155.00,,
Ustawi Group LLC,58 Gard Ave,Bronxville,NY,10708,58 Gard Ave Bronxville NY 10708 ,42.0132108,-73.5718813,,44.00,,
Hemp of the Hudson Valley LLC,36 Cottage Street,Poughkeepsie,NY,12601,36 Cottage Street Poughkeepsie NY 12601 ,40.9467629,-73.8372947,"8,500.00",6.00,"1,100.00",
Jason Abounader,7404 Maple Rd,Akron,NY,14001,7404 Maple Rd Akron NY 14001 ,41.7073973,-73.9185760,400.00,0.00,"4,500.00",0.12
Phytoplantae LLC,4504 Zenner Road,Eden,NY,14057,4504 Zenner Road Eden NY 14057 ,43.0501920,-78.5135870,,52.00,,
Berube Botanicals,808 Cold Brook Rd,Vermontville,NY,12989,808 Cold Brook Rd Vermontville NY 12989 ,42.6324280,-78.8126350,"2,448.00",0.25,100.00,0.00
Luke Laskoski,59 Cayuga St,Seneca Falls,NY,13148,59 Cayuga St Seneca Falls NY 13148 ,44.4426826,-74.0006573,"1,200.00",4.00,,9.57
Greybeard Growers,1017 Main Road,Aquebogue,NY,11931,1017 Main Road Aquebogue NY 11931 ,42.9157889,-76.7943755,"21,000.00",,"12,200.00",
Hop-n-Hemp Teas Inc.,553 Smith Street,Buffalo,NY,14210,553 Smith Street Buffalo NY 14210 ,40.9472154,-72.6050772,"5,200.00",,835.00,
Amos Hilliker Dairy Farm LLC,222 Hilliker Rd,Chemung,NY,14825,222 Hilliker Rd Chemung NY 14825 ,42.8766128,-78.8437928,600.00,8.00,,1.00
Harmony Way Farming,85 Harmony Way,Eagle Bridge,NY,12057,85 Harmony Way Eagle Bridge NY 12057 ,42.0363110,-76.6107190,450.00,3.00,,
New Path Hemp Farm,2131 St Rte 40,Greenwich,NY,12834,2131 St Rte 40 Greenwich NY 12834 ,42.9648270,-73.3966510,,2.00,,0.00
A. Bulfamante Landscaping Inc.,68 Marion Drive,New Rochelle,NY,10804,68 Marion Drive New Rochelle NY 10804 ,43.0782550,-73.5331530,,25.00,,4.00
Cannbrosia LLC,9160 Dean Road,Boonville,NY,13309,9160 Dean Road Boonville NY 13309 ,40.9660977,-73.7850283,"5,000.00",3.00,,
Peter Pierce,150 Town Line Rd,Fort Edward,NY,12828,150 Town Line Rd Fort Edward NY 12828 ,43.4425350,-75.2802070,"1,500.00",5.00,,
Hemp Landing LLC,1748 James Street,Merrick,NY,11566,1748 James Street Merrick NY 11566 ,43.2955810,-73.5224860,250.00,60.00,,1.00
Wyllie Fox Farm,3745 Allen Rd,Cato,NY,13033,3745 Allen Rd Cato NY 13033 ,40.6458920,-73.5537217,"6,000.00",4.00,,
Little Fields Farm Inc.,4865 CR 48,Argyle,NY,12809,4865 CR 48 Argyle NY 12809 ,43.1918520,-76.4931439,"5,000.00",,,
G. Mortellaro & Sons Inc.,6550 Transit Road,Elba,NY,14058,6550 Transit Road Elba NY 14058 ,43.2358320,-73.4047710,,20.00,,
Kashou Enterprises Inc.,1500 Airport Rd,Binghamton,NY,13905,1500 Airport Rd Binghamton NY 13905 ,43.0972568,-78.1160408,"40,000.00",90.00,,
Full Harvest Group LLC,Mannys Corners Rd,Amsterdam,NY,12010,Mannys Corners Rd Amsterdam NY 12010 ,42.1575112,-75.9420407,"1,400.00",19.00,,10.73
Pierre McClain LLC dba Glenmere Farms,299 Pine Hill Rd,Chester,NY,10918,299 Pine Hill Rd Chester NY 10918 ,42.9555046,-74.1463763,,0.00,,
Meyer Hemp (Peter Meyer Jr.),6469 Erie Canal Rd,Glenfield,NY,13343,6469 Erie Canal Rd Glenfield NY 13343 ,41.3224883,-74.3103087,"5,500.00",18.50,,17.00
Gator Farms,374 Rt 7 West,Richmondville,NY,12149,374 Rt 7 West Richmondville NY 12149 ,43.7654278,-75.3162324,,6.00,,0.01
Graceful Roses LLC,2221 County Route 45,Fulton,NY,13069,2221 County Route 45 Fulton NY 13069 ,42.6517250,-74.6098820,"7,860.00",20.00,290.00,2.37
Citizen Science LLC,2251 South Fort Apache Road Ste 2042,Las Vegas,NV,89117,2251 South Fort Apache Road Ste 2042 Las Vegas NV 89117 ,43.3656490,-76.3318600,,2.00,,
Highland Meadows,1561 Van Auken Rd,Newark,NY,14513,1561 Van Auken Rd Newark NY 14513 ,36.1491414,-115.3010564,,18.00,,16.00
Abundant Grace Farms LLC,213 Harford Road,Brooktondale,NY,14817,213 Harford Road Brooktondale NY 14817 ,43.0641310,-77.0664740,,31.00,,
Frepic Farms LLC,4963 Walnut Cove Drive,Canandaigua,NY,14424,4963 Walnut Cove Drive Canandaigua NY 14424 ,42.3935792,-76.3286384,"84,912.00",,,
Maciel & Emmett Farms LLC,18 Dorn Rd,North Chatham,NY,12132,18 Dorn Rd North Chatham NY 12132 ,42.8690305,-77.2809051,"5,940.00",5.00,,
Walden Riverside Farm Inc.,90 Wallkill Rd,Walden,NY,12586,90 Wallkill Rd Walden NY 12586 ,42.4663098,-73.6307262,,10.00,,10.40
Carol Wolff & Deborah Shanaman dba Big Sky Ranch Holdings,30 Millstone Rd,Water Mill,NY,11976,30 Millstone Rd Water Mill NY 11976 ,41.5755250,-74.1946134,"25,226.00",3.00,"9,000.00",0.00
Tug Hill CBD,3434 State Route 177,Lowville,NY,13367,3434 State Route 177 Lowville NY 13367 ,40.9523178,-72.3285164,"2,000.00",2.00,,0.00
Brian F. Conlon,3887 Amsterdam Rd,Glenville,NY,12302,3887 Amsterdam Rd Glenville NY 12302 ,43.8003340,-75.6308783,"4,544.00",60.00,"2,836.00",0.01
American,361 Walsh Avenue,New Windsor,NY,12533,361 Walsh Avenue New Windsor NY 12533 ,42.8624800,-74.0193470,,30.00,,
BYG LLC,305 West Main St,Endicott,NY,13760,305 West Main St Endicott NY 13760 ,41.4883095,-74.0133781,"13,800.00",93.00,"8,505.00",54.10
Henry S. Miller,8923 Old Rt 31,Lyons,NY,14489,8923 Old Rt 31 Lyons NY 14489 ,42.0947714,-76.0690415,,14.00,,5.00
John H. Shettler,3543 Arcadia Zurich Norris Rd,Lyons,NY,14489,3543 Arcadia Zurich Norris Rd Lyons NY 14489 ,43.0677163,-76.9599379,,14.00,,3.00
Glensite Stock,4696 State Route 41,Cortland,NY,13045,4696 State Route 41 Cortland NY 13045 ,43.1342030,-77.0495390,"14,496.00",34.00,448.00,4.00
Reap Ranch,67 Cumber Rd,Waverly,NY,14892,67 Cumber Rd Waverly NY 14892 ,42.5931229,-76.1186540,,10.00,,
Rippin' Ridge Farm LLC,Number 9 Road,Cazenovia,NY,13035,Number 9 Road Cazenovia NY 13035 ,42.0796060,-76.4745530,"9,600.00",33.00,,0.00
Steven Bogdanski,205 Bogdanski Ln,Pine Island,NY,10969,205 Bogdanski Ln Pine Island NY 10969 ,42.9182459,-75.8471468,"14,640.00",61.00,,
Long Mountain LLC,31 Springhill Dr,Pine City,NY,14871,31 Springhill Dr Pine City NY 14871 ,41.2982640,-74.4923410,200.00,2.00,,0.00
Morrow Farm LLC,15626 County Rt 12,La Fargeville,NY,13656,15626 County Rt 12 La Fargeville NY 13656 ,42.0213437,-76.8752039,,63.00,,
D.A. Goudreau Inc.,17563 County Route 90,Mannsville,NY,13661,17563 County Route 90 Mannsville NY 13661 ,43.4850283,-75.3315336,,3.00,,2.00
Partner First Farms LLC,349 Lakeview Drive,Dexter,NY,13634,349 Lakeview Drive Dexter NY 13634 ,43.0899629,-75.7631979,"2,400.00",45.00,495.00,16.00
Claverack Farm,370 Route 23B,Hudson,NY,12534,370 Route 23B Hudson NY 12534 ,44.0066700,-76.0500243,"10,763.00",12.00,892.25,5.10
Bonz LLC,1787 E Palmyra Port Gibson Rd,Palmyra,NY,14522,1787 E Palmyra Port Gibson Rd Palmyra NY 14522 ,42.2320050,-73.7521673,,31.00,,15.00
Charles Fields,236 Podunk Rd,Trumansburg,NY,14886,236 Podunk Rd Trumansburg NY 14886 ,43.0747688,-77.1581609,,18.00,,
Chandler Farms,690 Soundview Ave,Mattituck,NY,11952,690 Soundview Ave Mattituck NY 11952 ,42.4666030,-76.6548679,,50.00,,
Ervin Mast,4754 S Geneva Rd,Lyons,NY,14489,4754 S Geneva Rd Lyons NY 14489 ,41.0161019,-72.5406000,,12.00,,2.00
Sebastiano Bulfamante,99 Colonial Place,New Rochelle,NY,10801,99 Colonial Place New Rochelle NY 10801 ,43.1758950,-77.0062520,"7,250.00",23.00,"2,874.00",13.20
Crystal Sound Farm,8999 Route 353,Gowanda,NY,14070,8999 Route 353 Gowanda NY 14070 ,40.9129097,-73.7962689,,16.00,,
Matt Goodman Farms,2604 County Rd 4,Stanley,NY,14561,2604 County Rd 4 Stanley NY 14561 ,42.4339059,-78.9440775,"3,000.00",7.00,,
Point Rock Farms LLC,9459 Point Rock Rd,Taberg,NY,13471,9459 Point Rock Rd Taberg NY 13471 ,42.9010541,-77.1312811,"5,000.00",27.00,,0.00
Truax Farms LLC,1423 Lutheranville Rd,East Worcester,NY,12064,1423 Lutheranville Rd East Worcester NY 12064 ,43.3203871,-75.5509028,"2,400.00",60.00,,4.00
Cornucopia Growers LLC,222 Manor Creek Rd,Gilboa,NY,12076,222 Manor Creek Rd Gilboa NY 12076 ,42.5923869,-74.6484603,20.00,2.00,,0.20
Upstate Hemp Farms LLC,172 Madison Ave,Albany,NY,12202,172 Madison Ave Albany NY 12202 ,42.3917251,-74.3148347,"5,800.00",13.00,"20,000.00",0.50
Shemp Brook,476 White Church Road,Brooktondale,NY,14817,476 White Church Road Brooktondale NY 14817 ,42.6465154,-73.7577690,"1,269.00",1.00,"2,000.00",1.00
Triple HHH Farm LLC,1986 Crawford Road,Rotterdam,NY,12306,1986 Crawford Road Rotterdam NY 12306 ,42.3516550,-76.3951410,"1,872.00",4.00,"3,744.00",5.00
Andy Hershberger,5351 S Geneva Rd,Sodus,NY,14551,5351 S Geneva Rd Sodus NY 14551 ,42.8502030,-74.0366740,,33.00,,5.00
Bennie Hershberger,2486 Bastian Rd,Lyons,NY,14489,2486 Bastian Rd Lyons NY 14489 ,43.1945520,-77.0159750,,9.00,,
Robert Smith Farm,15635 Brown School House Rd,Holley,NY,14470,15635 Brown School House Rd Holley NY 14470 ,43.0971260,-77.0079510,,5.00,,0.00
Falcon's Fields LLC,200 Pells Road,Rhinebeck,NY,12572,200 Pells Road Rhinebeck NY 12572 ,43.1736450,-78.1056790,,82.00,,
Hemp Nirvana,214 Dobbs Ferry Rd,White Plains,NY,10607,214 Dobbs Ferry Rd White Plains NY 10607 ,41.9567679,-73.8538160,"2,000.00",,"2,700.00",
Tioga Point,0 Lathrop Hill Road,Candor,NY,13743,0 Lathrop Hill Road Candor NY 13743 ,41.0405634,-73.8023142,,3.00,,
Rainbow's End Organic Dairy Farm,79 Woolen Mill Rd,Fort Covington,NY,12937,79 Woolen Mill Rd Fort Covington NY 12937 ,42.2807913,-76.2814905,,0.00,,
Leslie Davis,3139 Stanton Hill Rd,Nichols,NY,13812,3139 Stanton Hill Rd Nichols NY 13812 ,44.9814733,-74.4818090,"5,200.00",5.00,"3,882.50",7.75
Lakeside Farm Properties LLC,428 County Route 3,Putnam Station,NY,12861,428 County Route 3 Putnam Station NY 12861 ,42.0806667,-76.2757216,140.00,2.00,,
Laura Simpson,12 Heath St,Corinth,NY,12822,12 Heath St Corinth NY 12822 ,43.7333617,-73.3762313,350.00,2.00,100.00,0.01
American Weed LLC,11527 Regan Lee Lane,Cato,NY,13033,11527 Regan Lee Lane Cato NY 13033 ,43.2454771,-73.8169329,"1,736.00",2.00,"1,440.00",6.08
Our Family Hempstead,179 Wylie Road,Harpursville,NY,13787,179 Wylie Road Harpursville NY 13787 ,43.1745795,-76.5155156,"1,470.00",50.00,"1,470.00",1.00
Natural Hemp LLC,90 State Street Suite 700,Albany,NY,12207,90 State Street Suite 700 Albany NY 12207 ,42.2537650,-75.7267390,,6.00,,
BLG Farm LLC,166 Charlton Rd,Ballston Spa,NY,12020,166 Charlton Rd Ballston Spa NY 12020 ,42.6496491,-73.7532679,,5.00,,
NX Brands Inc.,1069 Main Street #210,Holbrook,NY,11741,1069 Main Street #210 Holbrook NY 11741 ,42.9566170,-73.8897660,"2,200.00",,,
Unhinged Hemp Farms,370 Gifford Road,Hannibal,NY,13074,370 Gifford Road Hannibal NY 13074 ,40.8101896,-73.0766247,"3,602.00",6.00,,1.00
Slow Fox Farm,41 Lake Drive,Rhinebeck,NY,12572,41 Lake Drive Rhinebeck NY 12572 ,43.2829550,-76.5116680,"7,600.00",5.00,25.00,0.00
Nykola Okal,2681 Holmes Rd,Weedsport,NY,13166,2681 Holmes Rd Weedsport NY 13166 ,41.8810190,-73.8253090,"2,000.00",32.00,,0.00
Glass House Farms,10 Pinckney Road,Ithaca,NY,14850,10 Pinckney Road Ithaca NY 14850 ,43.0875931,-76.5633403,"11,000.00",,"10,200.00",
Great Lakes Farms DBA,5680 Quaker Hill Rd,Elba,NY,14058,5680 Quaker Hill Rd Elba NY 14058 ,42.4707557,-76.4065007,"2,500.00",40.00,0.75,1.50
Meyer's Homegrown LLC,9800 Zimmerman Rd,Boston,NY,14025,9800 Zimmerman Rd Boston NY 14025 ,43.1369849,-78.1941167,,2.00,,0.00
The Farm Assist LLC,6607 Bartlett Road,Rome,NY,13440,6607 Bartlett Road Rome NY 13440 ,42.6134797,-78.7699575,,10.00,,
Good Roots NY LLC/Ryan Wieder,967 Jackson Creek Roa,Cayuta,NY,14824,967 Jackson Creek Roa Cayuta NY 14824 ,43.1825387,-75.4303075,,7.00,,1.00
Green Mountain Organics,207 Ashley Hill Road,Brainard,NY,12024,207 Ashley Hill Road Brainard NY 12024 ,42.2287610,-76.7135580,"6,500.00",5.00,,1.40
Gjonaj Farms LLC,223 Ness Hill Rd,Otego,NY,13825,223 Ness Hill Rd Otego NY 13825 ,42.4848799,-73.5344090,,55.00,,
Niagara Hemp Supply LLC,2023 Military Road,Niagara Falls,NY,14304,2023 Military Road Niagara Falls NY 14304 ,42.4064560,-75.2408030,"7,750.00",45.00,,8.00
Grandview Natural Farms,2445 Wilson Creek Road,Newark Valley,NY,13811,2445 Wilson Creek Road Newark Valley NY 13811 ,43.0986556,-78.9755856,"4,000.00",80.00,,17.50
Bag Farm,2203 Clymer Sherman Rd,Clymer,NY,14724,2203 Clymer Sherman Rd Clymer NY 14724 ,42.2693597,-76.1545638,,12.00,,
Quixote Vision,205 Drummond Drive,Ballston Spa,NY,12020,205 Drummond Drive Ballston Spa NY 12020 ,42.1012715,-79.6270443,,1.00,,
MDI Properties LLC,2616 Ashton Court,Endicott,NY,13760,2616 Ashton Court Endicott NY 13760 ,43.0394218,-73.8767536,,20.00,,0.00
William F. Gersitz,8064 Bleistein Road,Colden,NY,14033,8064 Bleistein Road Colden NY 14033 ,42.1290660,-76.0386696,"2,400.00",,"4,800.00",
Kennedy's Herbal Solution,320 State Route 372,Cambridge,NY,12816,320 State Route 372 Cambridge NY 12816 ,42.6633270,-78.6449860,"2,292.00",4.00,,1.00
Graceland Ranch Inc.,12 Leary Lane,Nesconset,NY,11767,12 Leary Lane Nesconset NY 11767 ,43.0486050,-73.4100240,"4,000.00",17.00,"6,000.00",2.00
Henry Flemming,16275 Canal Road,Holley,NY,14420,16275 Canal Road Holley NY 14420 ,40.8404565,-73.1557738,,2.00,,
Elderberry Pond LLC,3728 Center Street Road,Auburn,NY,13021,3728 Center Street Road Auburn NY 13021 ,43.2546184,-78.0669983,,2.00,,0.03
Family Tree Farms,128 West Hill Road,Spencer,NY,14883,128 West Hill Road Spencer NY 14883 ,42.9741030,-76.4946530,,8.00,,
Owego Hemp LLC,928 State Route 17C,Owego,NY,13827,928 State Route 17C Owego NY 13827 ,42.2269530,-76.5190260,"1,000.00",1.00,225.00,0.00
Kutalek Farm,101 Kutalek Road,Kirkwood,NY,13795,101 Kutalek Road Kirkwood NY 13795 ,42.0991513,-76.2362116,"3,776.00",5.00,,
Paul L. Baran,5997 Sayles Corners Road,Moravia,NY,13118,5997 Sayles Corners Road Moravia NY 13118 ,42.0522939,-75.7768242,,5.00,,
Emerris Holdings LLC,1053 County Route 6,Fulton,NY,13069,1053 County Route 6 Fulton NY 13069 ,42.7644541,-76.3427153,,30.00,,
Unifi Group LLC,90 State Street Ste 700,Albany,NY,12207,90 State Street Ste 700 Albany NY 12207 ,43.3163647,-76.3554991,,5.00,,0.20
Daren Tolz,289 Dales Bridge Road,Germantown,NY,10504,289 Dales Bridge Road Germantown NY 10504 ,42.6496491,-73.7532679,,2.00,,
Bigsby Market LLC,71 Sheldon Road,Freeville,NY,13068,71 Sheldon Road Freeville NY 13068 ,42.1527569,-73.8461776,"6,000.00",1.00,,
Birch & Bloom LLC,263 Piper Road,Newfield,NY,14867,263 Piper Road Newfield NY 14867 ,42.4974283,-76.3976173,"2,500.00",1.00,,0.27
Doug's Field of Dreams LLC,37 Francis Avenue,Buffalo,NY,14212,37 Francis Avenue Buffalo NY 14212 ,42.3356618,-76.5515099,"2,400.00",5.00,,0.00
Hype-Labs,4476 Main Street #104,Amherst,NY,14226,4476 Main Street #104 Amherst NY 14226 ,42.8958595,-78.7871595,,18.00,,
Paul's Organic Farm,8213 Center Street,Holland,NY,14080,8213 Center Street Holland NY 14080 ,42.9635868,-78.7846416,"3,350.00",1.00,"1,500.00",3.50
Watson Ventures LLC,360 Windmill Road,Colton,NY,13625,360 Windmill Road Colton NY 13625 ,42.6598031,-78.6151136,,16.00,,
